sample_id,state,district,location_name,elevation_m,slope_deg,aspect_deg,profile_curvature,plan_curvature,topographic_wetness_index,dist_to_fault_m,dist_to_drainage_m,lithology_code,lulc_code,rainfall_24h_mm,rainfall_72h_antecedent_mm,rainfall_intensity_mm_h,soil_moisture_pct,pore_water_pressure_kpa,tilt_rate_mm_h,failure_probability,landslide_occurred
NER-SIM-01656,Nagaland,Phek,Phek-Meluri Road Corridor,1563.0,54.75,295.0,-0.1076,-0.0001,4.17,1578.4,1510.4,3,2,45.4,75.6,7.87,54.1,1.96,0.054,0.2542,0
NER-SIM-01657,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,770.8,41.55,221.0,0.0302,0.0127,2.86,129.5,677.7,2,2,51.9,47.9,7.06,41.5,0.36,0.099,0.1755,0
NER-SIM-01658,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1347.2,19.95,226.3,0.0591,0.0607,7.97,243.2,106.1,2,2,153.7,344.6,27.47,72.7,0.15,0.033,0.8545,1
NER-SIM-01659,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,1393.3,39.57,53.3,0.1044,-0.027,5.2,45.1,365.3,2,2,1.0,1.6,0.09,42.4,3.34,0.0,0.1129,0
NER-SIM-01660,Nagaland,Phek,Phek-Meluri Road Corridor,1905.2,49.1,37.3,-0.0198,-0.0484,4.92,1332.9,905.4,2,3,2.9,2.4,0.26,39.6,4.5,0.09,0.1616,0
NER-SIM-01661,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1427.7,33.76,160.4,0.0116,-0.0052,4.27,742.8,429.2,3,3,164.9,305.4,24.62,74.7,3.18,0.067,0.8379,1
NER-SIM-01662,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1604.1,21.99,158.6,-0.065,0.0073,6.45,1015.2,64.2,4,3,27.7,27.4,2.47,39.2,1.29,0.043,0.1638,0
NER-SIM-01663,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1791.5,32.33,43.2,0.0046,0.0874,5.16,1823.6,172.1,3,4,6.0,5.1,0.79,32.8,1.56,0.052,0.0468,0
NER-SIM-01664,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2177.1,45.74,196.6,0.0153,-0.0545,2.74,2300.8,334.9,3,2,13.5,24.3,1.59,44.3,1.86,0.046,0.1515,0
NER-SIM-01665,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,53.6,25.62,153.9,-0.043,0.0229,3.36,2102.3,70.6,1,1,117.5,202.8,26.57,68.4,2.19,0.022,0.3386,0
NER-SIM-01666,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1704.1,20.59,346.3,0.0116,-0.0193,5.57,529.6,97.5,1,3,0.5,0.4,0.03,37.2,3.43,0.052,0.0893,0
NER-SIM-01667,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,891.1,25.06,312.1,-0.0149,0.0225,4.66,387.8,423.1,4,1,21.4,27.6,3.33,42.9,1.93,0.001,0.0796,0
NER-SIM-01668,Manipur,Noney,Tupul Railway Corridor Section,378.5,37.01,288.6,-0.0199,-0.0693,6.09,2011.6,98.3,3,1,0.5,0.8,0.08,39.0,8.13,0.097,0.0855,0
NER-SIM-01669,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,570.9,29.8,322.4,0.0378,-0.0078,4.1,1183.1,46.6,1,2,4.7,4.5,0.53,34.6,4.3,0.042,0.0901,0
NER-SIM-01670,Manipur,Noney,Tupul Railway Corridor Section,738.9,35.72,115.1,0.005,-0.0259,7.05,1206.7,70.7,2,4,12.6,11.0,1.24,45.1,1.84,0.0,0.0567,0
NER-SIM-01671,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,1153.5,16.68,57.1,-0.0214,-0.0097,5.65,294.4,92.5,3,1,14.7,21.6,1.94,37.2,0.57,0.088,0.061,0
NER-SIM-01672,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2325.2,42.25,198.9,0.0215,0.0684,5.56,471.9,550.1,3,3,200.2,376.8,26.56,72.1,1.94,0.086,0.9597,1
NER-SIM-01673,Meghalaya,East Khasi Hills,NH-6 Shillong-Tamabil Highway,1567.0,28.6,274.1,0.0342,0.1174,3.93,381.3,317.9,2,2,113.5,351.0,24.67,80.0,15.31,0.054,0.7859,1
NER-SIM-01674,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,826.1,40.58,221.2,0.0047,0.0054,7.9,1445.4,467.6,3,1,1.9,2.4,0.2,37.2,1.58,0.047,0.0899,0
NER-SIM-01675,Manipur,Noney,Tupul Railway Corridor Section,941.3,33.3,161.2,-0.0025,0.0235,4.85,1344.5,39.7,3,4,36.5,71.0,5.87,43.5,0.4,0.061,0.1279,0
NER-SIM-01676,Tripura,North Tripura,Jampui Hills Ridge Corridor,443.4,39.44,266.2,-0.0028,-0.0751,5.44,1908.0,519.8,1,1,8.8,4.4,0.95,32.4,1.97,0.017,0.04,0
NER-SIM-01677,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1192.2,40.29,36.3,-0.0166,0.0205,6.14,916.0,31.1,2,3,52.6,80.7,10.6,58.8,1.86,0.0,0.4057,0
NER-SIM-01678,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,745.4,26.13,169.8,-0.0023,-0.0679,5.69,586.7,242.4,1,4,20.9,25.7,1.55,37.9,0.0,0.083,0.0732,0
NER-SIM-01679,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1650.4,35.48,304.8,-0.0094,0.0523,4.37,1119.8,32.3,2,1,22.2,30.1,3.55,40.8,3.47,0.058,0.0938,0
NER-SIM-01680,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,82.9,38.26,252.1,-0.0065,0.1069,4.01,601.4,882.9,1,2,4.2,2.2,0.34,38.1,0.0,0.047,0.0869,0
NER-SIM-01681,Tripura,North Tripura,Jampui Hills Ridge Corridor,732.1,26.7,194.7,-0.0096,0.0617,4.96,1587.0,164.2,1,1,17.9,25.9,2.45,43.1,0.37,0.058,0.0367,0
NER-SIM-01682,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,1119.3,32.71,335.5,-0.0182,0.0116,5.73,13.6,388.0,4,1,2.3,2.0,0.19,36.6,1.45,0.045,0.0657,0
NER-SIM-01683,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,1445.0,53.48,108.6,0.0393,0.0729,2.28,491.6,150.6,3,1,14.5,18.9,1.68,41.7,3.94,0.101,0.2703,0
NER-SIM-01684,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,843.6,28.78,268.8,-0.0037,0.0016,6.81,895.7,585.3,3,2,3.0,4.8,0.2,38.6,0.0,0.094,0.0795,0
NER-SIM-01685,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1475.6,37.51,16.4,0.065,-0.0237,5.7,4435.3,55.2,2,1,6.0,7.0,0.63,38.4,0.0,0.065,0.0639,0
NER-SIM-01686,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,346.4,16.98,271.3,-0.0262,0.0637,4.02,2389.7,24.2,1,4,3.0,4.1,0.33,39.1,1.33,0.0,0.0484,0
NER-SIM-01687,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,1065.8,31.57,148.3,-0.0753,-0.103,2.7,1014.5,47.7,1,2,10.2,7.1,1.17,25.3,4.15,0.012,0.054,0
NER-SIM-01688,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,782.5,21.1,140.9,-0.0168,0.0462,7.57,2582.2,392.9,1,3,260.0,562.2,48.66,81.5,23.96,0.033,0.9799,1
NER-SIM-01689,Tripura,North Tripura,Jampui Hills Ridge Corridor,778.0,24.05,100.4,0.08,-0.0313,8.05,168.4,424.9,1,4,3.3,2.7,0.48,36.2,2.0,0.016,0.0635,0
NER-SIM-01690,Sikkim,Mangan,North Sikkim Highway (Chungthang),1605.8,33.68,171.5,0.0856,-0.0255,4.57,820.3,57.1,4,4,92.1,283.2,15.25,76.0,7.23,0.019,0.5668,1
NER-SIM-01691,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,1137.7,21.99,274.9,-0.0515,-0.0587,7.9,2407.4,47.5,2,4,79.5,198.7,21.78,83.4,28.34,0.088,0.3984,0
NER-SIM-01692,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1658.8,22.47,231.0,0.0822,-0.0575,6.61,418.7,83.0,1,1,6.4,10.4,0.44,32.1,0.0,0.026,0.0419,0
NER-SIM-01693,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1485.4,21.06,238.7,0.0691,0.0053,4.15,2500.8,285.8,2,3,100.1,168.5,14.18,73.7,0.02,0.113,0.6108,1
NER-SIM-01694,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1403.0,37.9,227.4,-0.0074,0.017,5.98,1408.6,409.7,2,2,9.2,16.4,1.32,44.5,3.9,0.147,0.0565,0
NER-SIM-01695,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1549.9,13.35,29.3,0.0276,-0.0273,2.93,222.0,142.2,2,1,1.4,2.0,0.16,35.0,0.0,0.057,0.0588,0
NER-SIM-01696,Manipur,Noney,Tupul Railway Corridor Section,1224.5,46.43,107.4,0.0713,-0.0693,4.33,1505.3,852.2,4,2,130.5,265.5,21.17,90.8,34.08,6.49,0.9364,1
NER-SIM-01697,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,553.8,31.94,55.8,0.04,0.0396,3.36,189.7,10.4,1,3,120.7,194.4,20.49,80.8,16.31,0.05,0.7103,1
NER-SIM-01698,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1292.5,34.58,207.3,0.0346,0.0736,3.13,271.1,424.7,2,3,60.0,170.3,14.4,77.5,14.24,0.12,0.5338,1
NER-SIM-01699,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1213.9,55.14,287.6,-0.0672,0.0689,3.51,3406.3,268.9,1,1,33.3,35.0,3.6,48.1,2.02,0.0,0.1099,0
NER-SIM-01700,Tripura,North Tripura,Jampui Hills Ridge Corridor,702.0,14.63,7.3,0.067,0.0334,5.89,1409.9,397.4,1,3,2.6,4.2,0.23,29.7,1.24,0.102,0.0684,0
NER-SIM-01701,Nagaland,Phek,Phek-Meluri Road Corridor,1676.3,36.47,45.5,0.0686,-0.0908,6.24,2144.8,819.4,3,1,1.6,1.0,0.2,32.5,5.05,0.078,0.0462,0
NER-SIM-01702,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1639.3,33.63,115.2,-0.0303,0.0152,4.39,909.1,48.3,3,3,210.5,623.7,30.76,79.3,13.14,0.028,0.983,1
NER-SIM-01703,Manipur,Noney,Tupul Railway Corridor Section,844.3,46.47,239.8,-0.0164,-0.0349,2.79,72.3,573.0,3,1,178.2,568.6,40.1,84.3,29.43,0.452,0.9812,1
NER-SIM-01704,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1649.1,36.2,342.2,-0.0073,-0.0104,2.99,16.3,292.7,3,4,16.2,16.7,1.85,41.5,1.97,0.015,0.1072,0
NER-SIM-01705,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1495.7,17.39,266.3,0.0347,-0.0267,7.31,124.8,63.9,1,3,91.9,184.0,12.4,86.3,28.16,0.075,0.5787,1
NER-SIM-01706,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,1415.9,37.18,71.1,-0.0208,0.0519,3.87,202.6,68.9,2,1,37.8,82.6,10.69,55.4,0.1,0.053,0.3035,0
NER-SIM-01707,Tripura,North Tripura,Jampui Hills Ridge Corridor,948.9,18.04,68.2,0.0426,0.0352,5.63,5077.5,132.9,1,1,8.4,14.4,0.61,39.9,3.06,0.0,0.0247,0
NER-SIM-01708,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1453.5,41.22,41.7,-0.0051,-0.0794,3.65,1963.5,217.8,1,1,2.9,4.0,0.29,48.1,0.83,0.055,0.0469,0
NER-SIM-01709,Nagaland,Phek,Phek-Meluri Road Corridor,1624.4,41.76,44.5,-0.0191,-0.0602,4.77,1045.8,1094.1,3,4,149.6,474.5,22.14,78.3,8.75,0.0,0.8958,1
NER-SIM-01710,Nagaland,Phek,Phek-Meluri Road Corridor,1423.1,22.84,148.2,0.014,0.0208,6.13,224.5,79.6,3,1,35.8,39.0,4.29,42.8,1.5,0.0,0.1788,0
NER-SIM-01711,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1128.8,41.84,138.8,0.0696,0.0265,6.02,414.1,608.8,2,4,40.5,98.5,12.68,58.7,2.48,0.028,0.3814,0
NER-SIM-01712,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,525.2,21.28,66.7,0.062,-0.0387,4.17,319.4,312.5,1,1,1.4,0.8,0.11,38.9,2.6,0.122,0.067,0
NER-SIM-01713,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1405.5,25.24,164.8,-0.0714,0.0077,6.48,748.4,313.1,2,3,27.1,44.5,2.22,44.7,2.45,0.045,0.145,0
NER-SIM-01714,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,714.3,34.05,105.5,-0.0381,-0.0647,7.12,858.2,149.6,2,1,14.4,16.1,2.11,34.9,2.55,0.055,0.0968,0
NER-SIM-01715,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1848.3,18.58,225.7,0.0951,-0.0298,5.44,6594.8,353.0,4,4,26.5,14.0,3.2,31.9,2.12,0.017,0.0279,0
NER-SIM-01716,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1520.3,34.12,327.5,-0.0267,0.0313,6.8,135.9,28.1,2,3,33.3,63.6,8.25,36.8,3.22,0.023,0.3657,0
NER-SIM-01717,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1257.5,27.59,163.3,-0.0661,-0.0085,6.23,1838.0,426.4,4,4,5.6,7.7,0.47,39.6,1.65,0.0,0.0526,0
NER-SIM-01718,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1570.5,23.28,60.3,-0.0291,0.0186,9.7,336.4,178.3,2,2,40.6,71.9,5.22,50.2,3.78,0.06,0.1817,0
NER-SIM-01719,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,704.5,31.0,172.2,-0.0837,0.0185,5.23,2163.3,413.1,1,1,151.3,288.0,23.57,82.5,17.54,0.0,0.689,1
NER-SIM-01720,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,935.4,7.68,254.6,-0.0768,-0.0012,7.51,804.4,89.1,1,3,21.4,28.8,1.65,35.0,3.97,0.038,0.0452,0
NER-SIM-01721,Sikkim,Mangan,North Sikkim Highway (Chungthang),1935.5,40.53,291.8,-0.0117,-0.0168,8.85,1250.3,1065.0,5,4,148.2,349.4,19.11,77.5,10.24,0.015,0.6617,1
NER-SIM-01722,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,1064.1,35.85,255.2,-0.0551,0.022,5.13,328.4,503.4,2,3,93.5,156.6,11.95,71.1,2.24,0.106,0.4884,0
NER-SIM-01723,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1672.5,26.51,12.6,-0.0439,-0.0522,5.17,412.7,260.4,3,1,89.5,279.2,13.76,85.9,29.58,0.099,0.7391,1
NER-SIM-01724,Manipur,Noney,Tupul Railway Corridor Section,477.6,38.07,134.3,0.0261,0.0092,2.5,561.6,215.0,2,3,16.0,24.5,2.17,40.4,4.13,0.073,0.1224,0
NER-SIM-01725,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,1827.6,39.87,49.0,0.0496,0.0865,7.49,3945.2,858.0,5,4,101.8,272.3,25.98,81.3,16.34,0.028,0.4851,0
NER-SIM-01726,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,1064.6,30.23,223.6,0.0897,-0.0595,4.55,598.5,1094.1,3,2,25.5,42.4,3.4,48.3,1.71,0.052,0.1451,0
NER-SIM-01727,Tripura,North Tripura,Jampui Hills Ridge Corridor,684.6,30.47,223.7,0.0675,-0.0553,6.22,185.5,223.0,1,2,83.0,193.6,13.14,74.4,2.03,0.048,0.5701,1
NER-SIM-01728,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2032.3,66.59,217.3,0.0116,0.0144,3.48,104.2,721.8,4,2,16.3,9.8,1.61,33.4,0.8,0.011,0.4125,0
NER-SIM-01729,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,755.4,33.21,333.2,0.0218,-0.0331,5.45,93.8,311.1,2,1,114.0,189.0,15.12,75.8,5.6,0.035,0.6095,1
NER-SIM-01730,Sikkim,Mangan,North Sikkim Highway (Chungthang),1958.4,48.93,79.4,0.0276,0.0412,2.0,981.4,887.8,4,4,23.3,64.5,6.94,55.8,2.51,0.099,0.1651,0
NER-SIM-01731,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,968.4,47.56,235.1,0.0291,-0.0384,3.57,1224.0,830.3,2,2,28.4,83.5,3.86,58.1,0.77,0.042,0.1893,0
NER-SIM-01732,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1130.2,23.49,117.0,0.0162,0.013,5.57,1306.2,75.7,1,2,1.6,1.0,0.11,25.0,1.05,0.054,0.0587,0
NER-SIM-01733,Manipur,Noney,Tupul Railway Corridor Section,857.1,41.67,298.0,0.0754,-0.0099,5.11,6009.9,889.1,4,4,5.5,7.5,0.47,30.6,1.93,0.112,0.0657,0
NER-SIM-01734,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,1125.9,39.74,60.0,0.0687,0.012,4.82,2882.3,7.3,1,4,212.1,320.5,53.82,89.1,33.91,0.495,0.9195,1
NER-SIM-01735,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,961.7,31.74,189.6,-0.0564,-0.0619,6.92,600.0,52.7,2,3,39.3,83.1,5.8,61.8,1.68,0.087,0.3055,0
NER-SIM-01736,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,348.7,24.23,4.0,0.0541,-0.0077,6.11,560.3,15.9,3,2,23.5,60.4,3.63,51.7,0.15,0.082,0.1583,0
NER-SIM-01737,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,179.6,23.06,16.9,0.0183,0.0583,7.83,1142.1,420.6,1,2,26.1,27.9,2.72,46.5,1.28,0.023,0.0895,0
NER-SIM-01738,Sikkim,Mangan,North Sikkim Highway (Chungthang),1869.4,46.58,3.2,0.0395,0.0322,2.0,1426.0,218.2,4,4,1.8,2.6,0.27,46.7,0.0,0.035,0.0521,0
NER-SIM-01739,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,1265.3,32.56,70.4,0.0574,-0.0664,3.03,472.8,138.2,4,1,2.7,3.6,0.28,28.7,3.86,0.005,0.0783,0
NER-SIM-01740,Nagaland,Phek,Phek-Meluri Road Corridor,990.3,33.57,41.9,0.0629,-0.0488,6.48,556.0,14.2,3,4,54.2,87.9,11.41,57.8,1.49,0.061,0.2204,0
NER-SIM-01741,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,705.5,23.95,327.7,-0.0039,0.0094,8.31,698.1,314.4,1,3,12.0,19.7,1.1,36.4,5.74,0.052,0.1079,0
NER-SIM-01742,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,665.1,37.08,100.9,0.0223,0.0451,4.88,2490.6,659.5,2,3,22.9,61.9,7.39,45.7,1.19,0.089,0.1943,0
NER-SIM-01743,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,1127.4,31.26,309.1,0.0461,0.0464,6.44,362.2,328.6,1,2,36.9,46.4,2.59,42.6,0.92,0.079,0.2117,0
NER-SIM-01744,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,972.1,34.35,92.1,-0.0694,-0.0679,3.49,537.9,57.5,4,4,9.9,7.1,0.97,42.9,1.17,0.033,0.1061,0
NER-SIM-01745,Nagaland,Phek,Phek-Meluri Road Corridor,1602.6,41.48,264.0,-0.0094,0.0581,7.88,446.9,1032.7,2,1,12.9,13.5,1.44,53.5,0.02,0.0,0.1786,0
NER-SIM-01746,Tripura,North Tripura,Jampui Hills Ridge Corridor,637.0,24.35,140.8,-0.0697,0.0188,5.93,39.1,974.2,1,1,4.5,4.7,0.36,39.7,0.0,0.056,0.0397,0
NER-SIM-01747,Tripura,North Tripura,Jampui Hills Ridge Corridor,336.7,19.27,315.6,0.0382,-0.0338,3.34,255.0,307.3,1,3,85.8,221.0,24.45,83.7,27.01,0.04,0.7732,1
NER-SIM-01748,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1501.1,23.3,15.3,0.077,0.0228,6.41,297.9,259.6,1,1,9.2,13.1,1.27,42.5,2.82,0.106,0.0698,0
NER-SIM-01749,Mizoram,Aizawl,Aizawl-Lunglei Road Slopes,1355.9,38.34,38.4,-0.0113,0.0295,5.95,488.0,629.7,2,2,9.0,7.7,1.09,35.6,0.0,0.0,0.1025,0
NER-SIM-01750,Manipur,Noney,Tupul Railway Corridor Section,833.5,40.48,197.0,0.0046,-0.0174,4.45,740.3,741.0,3,1,10.6,15.3,0.92,30.6,2.6,0.046,0.0903,0
NER-SIM-01751,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1463.0,15.12,298.2,0.0556,0.0612,5.37,2065.2,8.1,1,3,5.8,7.5,0.46,33.8,3.16,0.161,0.0891,0
NER-SIM-01752,Mizoram,Champhai,Champhai-Zokhawthar Border Cut,1092.0,27.57,36.8,-0.0673,0.0548,6.2,2137.7,414.1,2,3,10.6,8.6,1.45,29.9,1.02,0.067,0.0991,0
NER-SIM-01753,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1545.4,23.93,331.2,-0.0332,-0.1069,6.2,3952.0,509.3,4,4,64.9,118.1,9.41,66.0,2.07,0.01,0.1772,0
NER-SIM-01754,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1228.2,48.79,13.8,0.0067,0.013,3.61,169.4,330.4,2,3,5.7,9.1,0.49,29.7,0.49,0.078,0.3144,0
NER-SIM-01755,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1733.5,29.66,340.3,-0.0222,-0.0574,6.01,438.0,331.0,4,3,161.1,366.5,22.79,71.2,2.93,0.099,0.8962,1
NER-SIM-01756,Meghalaya,East Khasi Hills,NH-6 Shillong-Tamabil Highway,2098.8,23.82,219.1,-0.0151,-0.0175,6.52,2686.8,193.7,2,4,10.0,5.7,0.78,35.1,0.0,0.053,0.0519,0
NER-SIM-01757,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1285.5,28.74,134.4,0.0227,0.0017,7.79,665.8,348.0,1,3,252.0,627.3,32.72,83.4,29.07,0.136,0.991,1
NER-SIM-01758,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1556.0,32.58,285.3,0.0123,-0.0091,7.11,249.5,167.2,3,1,0.3,0.3,0.04,37.8,4.99,0.105,0.1312,0
NER-SIM-01759,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2410.5,37.23,339.9,-0.0371,-0.0569,6.44,863.0,186.9,5,1,17.1,27.1,3.49,43.1,0.93,0.007,0.1012,0
NER-SIM-01760,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,1837.9,32.76,113.7,-0.0718,0.0264,4.03,1857.3,334.5,4,1,4.0,5.1,0.31,34.9,4.36,0.011,0.0872,0
NER-SIM-01761,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1197.6,34.85,235.5,-0.0343,-0.0218,2.36,83.2,264.1,1,2,3.1,2.8,0.23,38.1,1.8,0.083,0.115,0
NER-SIM-01762,Assam,Dima Hasao,NH-27 Lumding-Haflong Hill Cut,1107.1,32.87,243.1,0.0549,-0.1224,7.07,732.5,12.7,1,1,90.2,228.2,21.13,89.9,38.46,1.691,0.6699,1
NER-SIM-01763,Sikkim,Pakyong,NH-10 Sevoke-Gangtok Corridor,1074.4,45.25,320.1,-0.0242,0.0558,6.48,2396.9,174.7,3,2,40.3,85.3,6.02,50.7,3.33,0.083,0.2327,0
NER-SIM-01764,Arunachal Pradesh,Lower Subansiri,Ziro Foothill Section,1501.5,10.68,240.1,0.0622,-0.0256,5.51,3302.2,587.5,5,3,18.2,29.8,1.98,47.4,2.0,0.043,0.0669,0
NER-SIM-01765,Arunachal Pradesh,West Kameng,Bhalukpong-Bomdila-Tawang Route,2168.2,36.85,166.3,-0.0504,0.0096,3.97,1234.6,403.9,5,1,4.9,2.8,0.54,36.1,0.04,0.054,0.0717,0
NER-SIM-01766,Tripura,North Tripura,Jampui Hills Ridge Corridor,643.8,34.79,32.3,0.0543,-0.0198,6.27,1997.4,345.9,1,2,15.2,20.6,1.06,45.9,4.01,0.063,0.1035,0
NER-SIM-01767,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,775.8,24.6,95.7,0.0243,-0.0214,8.58,396.1,500.5,1,3,29.7,27.2,4.17,34.6,1.44,0.051,0.1281,0
NER-SIM-01768,Assam,Karbi Anglong,Diphu-Bokajan Escarpment,673.9,7.41,144.7,-0.0087,-0.0032,7.46,450.8,755.1,1,3,49.4,127.4,8.92,65.4,1.39,0.041,0.2886,0
NER-SIM-01769,Sikkim,Mangan,North Sikkim Highway (Chungthang),1416.4,38.81,205.9,0.041,0.0672,4.81,1071.0,106.1,4,1,75.6,226.4,23.89,74.0,3.42,0.092,0.4484,0
NER-SIM-01770,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1299.3,39.34,200.5,0.0183,-0.0163,3.03,136.4,328.8,3,4,9.6,9.3,0.81,45.3,1.3,0.066,0.0691,0
NER-SIM-01771,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1102.9,37.44,177.0,-0.018,-0.0758,5.99,3161.4,391.5,2,2,7.4,6.5,0.69,28.8,2.8,0.022,0.07,0
NER-SIM-01772,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1551.6,39.57,237.2,0.052,0.0333,3.78,2728.5,463.2,2,4,139.0,336.3,22.81,82.2,18.66,0.241,0.7758,1
NER-SIM-01773,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1421.0,28.6,132.2,0.0453,-0.0356,2.0,470.8,261.9,2,3,24.9,32.1,2.57,45.2,1.72,0.065,0.1302,0
NER-SIM-01774,Meghalaya,South West Khasi Hills,Mawsynram Valley Slopes,1795.0,15.87,233.8,0.016,0.0186,4.96,365.4,774.5,2,1,16.0,17.3,1.58,37.4,3.78,0.0,0.0417,0
NER-SIM-01775,Manipur,Chandel,NH-102 Imphal-Moreh Corridor,1086.5,45.22,135.4,-0.0517,0.094,4.19,417.7,462.7,3,2,179.3,439.7,29.72,78.2,12.28,0.092,0.9346,1
NER-SIM-01776,Sikkim,Mangan,North Sikkim Highway (Chungthang),1592.7,43.36,345.2,0.055,-0.1027,5.53,824.7,153.9,5,3,113.6,355.9,14.44,91.0,38.75,1.52,0.947,1
NER-SIM-01777,Meghalaya,East Khasi Hills,NH-6 Shillong-Tamabil Highway,1615.4,33.89,100.2,-0.0076,0.0763,8.58,1352.9,98.3,1,2,144.7,422.6,18.78,74.1,3.03,0.018,0.8422,1
NER-SIM-01778,Nagaland,Kohima,NH-29 Dimapur-Kohima By-pass,1162.8,31.19,278.7,0.0206,0.0445,7.33,1586.6,953.1,2,3,8.1,4.5,0.96,37.1,3.84,0.033,0.1123,0
NER-SIM-01779,Meghalaya,East Khasi Hills,NH-6 Shillong-Tamabil Highway,1860.7,43.05,277.4,-0.0486,-0.0355,2.18,199.6,34.7,2,4,11.8,15.4,1.51,58.7,2.49,0.0,0.1281,0
