elevation_m,slope_deg,aspect_deg,profile_curvature,plan_curvature,topographic_wetness_index,dist_to_fault_m,dist_to_drainage_m,rainfall_24h_mm,rainfall_72h_antecedent_mm,rainfall_intensity_mm_h,soil_moisture_pct,pore_water_pressure_kpa,tilt_rate_mm_h,lithology_code,lulc_code,landslide_occurred
1615.4,33.89,100.2,-0.0076,0.0763,8.58,1352.9,98.3,144.7,422.6,18.78,74.1,3.03,0.018,1,2,1
1466.2,39.01,196.8,-0.0044,-0.0347,3.93,1172.9,161.3,8.6,4.5,1.05,28.3,1.93,0.043,1,2,0
773.3,38.59,231.2,0.0062,0.0416,6.94,3400.7,226.1,47.2,150.2,8.02,68.7,4.1,0.097,1,4,0
1192.2,40.03,237.5,-0.0132,0.0143,6.3,2058.1,535.4,13.4,7.8,1.04,35.1,1.51,0.03,1,3,0
1140.3,34.5,286.4,0.0541,-0.0163,4.97,57.3,35.1,2.8,3.4,0.27,40.5,1.16,0.102,1,1,0
953.9,29.69,291.5,0.0796,-0.0382,6.42,1193.8,186.1,18.5,32.0,1.29,45.2,2.36,0.075,1,3,0
1683.9,50.79,329.4,0.062,-0.002,4.13,825.3,279.0,3.6,6.1,0.44,29.7,0.0,0.05,4,3,0
1567.3,48.08,221.8,-0.0818,0.0181,2.21,263.1,43.4,20.6,25.8,1.76,48.3,2.41,0.047,3,4,0
1535.1,30.57,338.8,0.0506,-0.0019,4.7,1861.1,285.8,6.7,11.2,0.51,32.5,0.79,0.035,2,2,0
1607.7,30.15,268.0,0.0285,0.0469,5.02,1550.7,111.1,1.5,1.3,0.21,30.7,3.09,0.0,3,1,0
247.9,13.05,228.3,0.0534,0.0354,9.19,2221.8,51.2,31.9,20.5,3.71,39.3,0.63,0.051,1,3,0
1355.4,34.1,53.0,0.0414,-0.0597,5.07,214.2,270.3,9.7,5.8,0.69,39.9,2.18,0.151,3,3,0
693.4,33.09,311.8,-0.0095,-0.0377,6.73,358.0,112.9,12.2,9.4,0.98,27.2,1.42,0.02,1,3,0
1305.0,27.46,60.1,-0.0653,-0.031,3.63,347.6,290.2,12.0,7.6,0.89,40.4,1.99,0.017,2,2,0
1053.3,30.96,65.7,0.0264,0.0504,6.68,192.4,256.1,92.1,175.7,15.08,84.7,28.21,0.0,1,2,1
1260.7,26.06,13.5,-0.0734,-0.0222,6.43,700.7,887.2,153.2,267.6,42.88,80.5,13.74,0.039,2,1,1
1358.4,30.09,352.5,0.0026,0.0055,7.11,566.3,762.0,108.8,222.8,29.79,68.3,2.49,0.08,3,2,1
671.9,34.98,338.4,0.0017,0.015,6.03,771.7,170.8,17.8,28.6,1.86,51.9,2.81,0.181,1,3,0
997.0,52.61,310.0,-0.0252,0.012,4.34,187.4,94.1,0.8,0.9,0.09,40.5,0.34,0.023,3,2,0
221.8,19.74,249.0,0.0192,0.0598,6.25,4827.6,702.4,104.8,181.7,13.81,81.6,22.64,0.052,1,3,0
653.3,35.92,204.1,0.072,-0.0003,4.99,1752.2,111.4,9.8,16.5,0.76,38.7,2.63,0.041,1,4,0
1193.5,47.82,18.1,-0.0913,-0.0746,4.27,1413.8,416.3,2.6,1.6,0.21,33.2,1.21,0.0,3,4,0
2561.0,28.8,313.7,0.0038,0.0257,5.63,1573.5,479.4,0.3,0.3,0.03,26.7,2.12,0.0,5,1,0
405.1,27.96,164.8,-0.0439,0.0209,6.52,201.3,779.9,36.0,112.7,7.44,60.1,0.45,0.004,1,3,0
1829.5,33.62,269.9,-0.0159,-0.0268,3.81,657.7,461.0,1.3,0.9,0.12,33.9,1.97,0.064,3,4,0
1598.9,26.88,68.8,0.044,0.0626,6.21,82.3,165.5,3.5,2.6,0.25,35.6,1.23,0.077,2,4,0
1328.6,42.66,152.8,-0.0233,0.0709,6.31,16.8,111.8,25.0,20.7,1.7,31.1,0.0,0.062,2,1,0
1143.9,29.02,346.7,-0.0014,-0.0207,6.45,704.7,128.7,21.3,16.3,1.89,46.3,1.44,0.041,4,2,0
1029.9,37.47,298.7,-0.045,-0.041,5.84,1494.6,320.1,60.1,150.5,11.52,68.0,0.42,0.04,2,4,0
694.1,44.43,102.3,-0.0028,-0.0043,3.45,476.7,494.8,5.7,8.3,0.8,32.4,2.55,0.086,3,2,0
1590.3,38.88,229.0,-0.1215,-0.06,2.0,2928.5,402.4,37.0,59.8,3.93,49.9,0.0,0.009,3,1,0
1439.6,54.59,70.6,0.0273,-0.0908,6.0,2498.3,343.7,19.3,17.4,1.36,35.2,1.84,0.045,4,1,0
1486.1,47.9,68.0,-0.0744,0.012,4.95,264.0,439.2,31.0,69.3,6.12,57.6,3.66,0.025,5,2,0
1778.2,31.44,208.3,-0.0268,0.0272,6.09,106.5,84.0,4.4,6.4,0.31,30.4,2.3,0.067,3,2,0
2244.7,45.77,25.9,0.0003,-0.0624,2.78,2372.9,999.1,41.8,96.8,5.97,62.3,4.14,0.068,4,4,0
1067.1,41.44,346.9,0.0018,-0.0124,3.25,206.9,339.4,9.8,9.9,0.77,37.5,0.57,0.081,1,4,0
1350.2,44.31,119.5,-0.0171,0.0044,4.45,999.0,823.1,9.5,14.6,1.05,30.3,1.33,0.104,3,4,0
694.9,27.1,308.6,-0.0654,0.0398,4.78,445.4,204.2,79.1,192.6,15.12,80.5,17.83,0.044,2,2,1
936.4,27.65,101.0,0.0131,0.049,5.37,2020.7,1.7,113.8,279.1,22.37,81.0,15.4,0.058,1,1,1
1275.2,39.72,107.9,-0.0251,0.0053,3.36,435.8,466.9,66.8,150.2,19.34,75.9,6.55,0.087,1,2,0
1765.2,31.55,200.5,0.0588,-0.0283,4.23,330.2,541.8,16.4,24.9,1.99,39.6,0.87,0.06,1,1,0
1893.7,40.01,315.9,-0.0221,0.0562,3.31,639.0,108.3,118.8,347.1,18.38,86.7,23.54,0.088,3,2,1
1377.4,30.57,58.7,0.0184,0.0634,8.17,4404.8,645.7,53.3,145.0,6.87,74.0,0.0,0.0,3,1,0
807.2,33.66,106.0,-0.1638,0.0576,5.61,1034.1,91.0,50.5,77.5,4.17,50.6,2.14,0.08,1,1,0
1386.1,23.42,109.0,-0.0161,0.1522,8.15,1904.9,17.5,12.2,20.7,1.1,52.2,1.8,0.041,2,3,0
713.9,35.19,304.6,-0.0582,0.0284,5.8,3102.8,34.4,56.0,129.3,13.22,73.4,2.43,0.065,1,4,0
1107.9,15.4,69.4,-0.0133,0.0108,7.29,375.1,762.7,7.7,10.9,0.66,39.3,1.31,0.058,1,4,0
1398.5,27.1,335.5,-0.0883,0.0649,7.98,110.1,165.5,9.7,9.0,0.85,35.2,0.86,0.059,3,4,0
2354.2,43.02,259.5,-0.0441,-0.0007,4.11,950.0,142.0,6.7,5.5,0.62,42.2,0.13,0.065,5,2,0
1336.2,38.24,220.2,-0.1136,0.0026,2.23,1265.6,54.0,10.1,15.6,0.89,45.2,0.0,0.111,1,1,0
1455.9,28.06,103.6,-0.0271,0.1329,6.04,2294.4,849.4,11.9,11.5,0.87,38.3,4.09,0.047,1,1,0
1370.6,34.47,32.5,-0.0375,0.0544,6.09,414.4,84.0,5.3,3.5,0.43,55.7,1.01,0.064,2,3,0
1474.7,40.27,144.6,0.0136,0.0029,4.4,1173.1,225.8,13.0,7.0,0.91,39.6,1.38,0.047,4,1,0
890.6,52.65,232.1,-0.0565,0.0302,4.07,2974.8,35.4,4.8,4.9,0.39,30.9,5.35,0.051,2,2,0
1523.7,38.24,64.9,-0.0513,0.0586,5.43,1124.8,100.8,6.4,10.2,0.65,44.4,0.0,0.026,4,1,0
1144.3,15.28,265.5,-0.0154,0.0222,6.58,1772.5,82.4,4.1,2.6,0.41,47.8,2.96,0.038,1,1,0
974.3,42.32,27.4,-0.0815,0.0352,6.1,125.4,141.4,45.5,76.4,12.05,51.2,0.86,0.0,3,4,0
1169.5,34.95,153.5,0.0433,0.0496,3.67,363.5,161.8,47.3,37.3,5.97,35.2,2.85,0.038,2,3,0
1710.2,45.17,196.5,0.025,0.0272,2.99,2879.1,219.5,20.1,25.5,1.64,34.6,0.63,0.044,3,2,0
1763.4,44.96,230.2,0.0553,0.0469,7.0,1610.1,59.0,7.5,5.6,0.7,42.6,3.18,0.074,1,1,0
1067.3,36.15,146.9,0.0178,-0.0056,3.77,1309.2,356.4,32.9,80.4,6.52,46.4,4.14,0.0,3,3,0
1048.5,34.39,118.2,-0.0597,-0.0057,7.09,398.3,972.9,15.9,10.8,1.64,36.8,1.74,0.051,2,2,0
2203.9,62.49,282.3,0.0228,0.0352,2.69,2226.7,447.5,14.5,21.0,1.38,49.4,1.99,0.03,3,1,0
719.3,41.25,299.7,0.0239,-0.0739,3.76,94.4,677.1,54.5,89.3,9.85,55.2,1.55,0.074,1,2,0
867.1,34.97,56.5,0.0721,-0.0058,2.98,5283.0,6.1,10.6,7.1,0.86,40.3,4.28,0.097,1,3,0
713.4,35.11,192.8,0.1162,0.0544,4.66,1171.8,113.8,19.4,27.5,3.04,45.7,1.6,0.096,1,2,0
1802.0,43.83,232.4,0.0363,0.0057,5.09,309.0,186.9,129.9,258.9,25.87,76.3,9.07,0.103,3,3,1
861.6,48.22,30.1,0.0164,-0.0317,4.78,2730.0,106.1,34.5,109.0,5.21,61.9,4.12,0.075,4,3,1
977.8,54.66,209.1,-0.0078,-0.0107,3.08,1499.7,89.4,1.6,1.8,0.12,28.6,2.29,0.022,2,1,0
1565.4,26.27,230.9,0.0496,0.0528,3.91,1097.4,354.2,5.2,7.9,0.53,31.4,3.4,0.061,3,2,0
1750.8,40.71,195.1,0.0435,0.0366,5.9,1153.1,57.4,0.1,0.2,0.02,35.1,1.18,0.098,2,1,0
745.4,45.84,141.3,-0.0176,0.1104,3.16,1851.1,336.7,141.7,334.3,21.92,80.7,14.57,0.042,3,1,1
1216.9,35.56,336.3,-0.0302,0.0863,4.28,285.2,753.3,85.4,163.5,26.48,71.6,2.1,0.045,3,1,1
613.0,29.47,164.5,0.0026,0.0085,4.14,472.7,39.7,7.4,10.0,1.22,39.9,1.46,0.11,1,4,0
870.1,46.92,356.3,0.0058,-0.0114,3.97,4062.6,386.0,10.5,18.8,0.92,43.1,1.81,0.071,3,1,0
812.7,28.43,215.1,0.0255,-0.0423,6.39,577.6,213.1,206.7,579.1,48.32,76.6,12.81,0.101,2,3,1
1322.0,37.59,206.2,-0.0502,-0.0271,7.2,1307.0,435.2,1.3,0.9,0.2,34.3,2.16,0.035,4,3,0
1413.3,29.52,12.1,0.0812,-0.0428,3.91,3711.2,173.1,66.2,122.6,12.38,64.1,0.0,0.031,3,2,0
2596.6,39.98,355.5,0.0655,-0.011,4.34,342.4,94.8,0.4,0.4,0.06,31.1,0.42,0.0,5,3,0
1243.7,37.7,113.3,0.0762,-0.0942,5.68,1336.3,275.8,177.8,488.9,32.45,74.1,0.67,0.012,4,1,1
979.1,45.29,238.5,-0.0184,0.0429,8.54,4869.6,157.0,0.5,0.4,0.05,32.1,3.49,0.048,2,3,0
1499.2,42.29,8.7,0.0074,-0.0016,5.67,1743.9,118.3,22.2,39.3,2.71,49.1,0.0,0.083,4,2,0
592.6,36.89,248.8,0.0421,0.0279,6.49,2903.6,199.7,23.5,13.8,1.73,33.6,1.86,0.069,2,2,0
772.2,16.15,56.0,0.0021,-0.0295,6.63,1245.5,571.4,34.5,60.3,5.64,55.8,4.13,0.057,3,1,0
244.4,34.04,293.9,-0.0553,0.0033,5.45,1061.3,242.0,9.5,11.7,0.91,40.2,2.57,0.071,1,1,0
1589.6,33.73,20.0,-0.0291,0.0295,8.69,613.6,408.1,87.7,268.6,17.57,91.0,38.85,6.765,2,1,1
1326.8,30.93,225.2,-0.0294,0.1011,3.82,959.8,773.2,140.7,412.7,20.45,76.7,11.63,0.074,2,3,1
1734.9,52.87,168.6,0.0167,-0.0274,5.17,427.0,91.5,12.3,10.5,1.27,35.2,1.78,0.006,4,4,0
1467.6,35.02,46.7,0.036,-0.0759,6.32,4.8,1175.1,196.0,565.3,40.32,88.1,27.43,2.336,2,1,1
1024.2,35.26,208.3,-0.0102,0.0373,3.97,2822.4,377.4,1.1,1.1,0.11,39.4,1.76,0.099,1,1,0
2086.0,42.34,258.8,-0.004,-0.0448,5.28,59.7,19.1,14.3,8.6,1.57,48.3,2.01,0.034,5,3,0
584.3,21.94,283.0,0.0189,0.0034,7.44,2724.5,243.8,7.0,11.0,0.96,43.9,2.45,0.029,1,1,0
1683.6,55.33,14.4,0.15,0.0053,3.44,1803.8,370.0,64.8,136.2,18.66,87.7,38.59,4.266,5,4,1
2786.1,36.07,272.2,0.0889,0.0265,5.82,519.4,413.1,15.0,14.9,1.63,34.5,0.34,0.04,5,4,0
1741.0,40.68,197.6,-0.0931,0.0346,7.37,1248.2,451.3,5.8,9.0,0.47,36.2,0.0,0.037,2,3,0
1053.7,30.95,118.0,-0.0365,-0.0171,6.27,157.7,4.5,117.2,348.3,15.54,79.3,14.16,0.031,2,3,1
1577.8,39.28,38.3,-0.013,0.0729,4.03,1582.3,1111.8,311.3,765.5,41.69,75.8,9.38,0.039,3,3,1
1306.9,35.48,315.6,0.0664,0.0094,4.84,2694.7,320.3,1.0,0.7,0.12,42.4,1.69,0.002,2,3,0
1302.6,39.25,143.1,0.0329,-0.0472,5.37,290.1,32.9,41.3,58.6,4.15,58.4,2.43,0.045,3,3,0
1264.4,47.73,206.7,-0.1403,-0.0531,7.83,906.5,113.7,59.1,107.9,11.07,56.1,0.0,0.051,5,1,0
851.9,25.31,193.4,-0.0558,-0.0206,3.37,49.6,164.3,92.1,174.2,13.22,80.2,15.3,0.04,1,1,0
1776.8,31.19,141.6,-0.0134,-0.0171,7.16,1556.6,610.5,251.3,436.1,35.49,78.7,18.13,0.031,4,3,1
2018.6,38.39,325.5,0.0328,-0.0758,6.42,666.8,212.6,13.2,12.8,1.62,31.9,2.51,0.079,4,2,0
2192.4,50.79,39.5,0.0253,0.0656,5.26,1102.9,27.5,16.5,16.6,2.35,30.1,2.04,0.0,4,3,0
1571.0,37.15,31.3,0.0163,-0.035,2.87,1845.2,207.4,3.5,3.1,0.37,34.2,1.34,0.055,4,1,0
50.0,21.55,97.0,0.1096,0.0023,5.43,676.2,183.0,14.0,7.1,1.09,46.6,2.67,0.034,1,2,0
2628.9,57.18,320.1,0.0424,-0.0233,2.0,111.7,32.0,47.1,133.8,7.82,67.1,1.98,0.069,5,2,1
924.2,28.32,200.5,0.0063,0.058,6.84,1626.0,17.1,3.5,3.9,0.4,37.0,0.43,0.098,3,1,0
1800.4,32.64,141.3,-0.0351,-0.0086,5.85,3325.6,38.0,47.5,108.5,7.64,66.4,3.15,0.106,1,1,0
1130.7,42.47,342.6,-0.1053,-0.0425,5.68,1528.0,812.2,87.0,175.2,15.89,76.2,8.33,0.074,1,4,0
1334.9,33.6,37.1,0.0119,0.1017,3.86,1047.4,24.6,15.7,19.5,1.22,38.8,1.21,0.075,2,2,0
838.9,39.0,173.2,-0.0318,-0.0062,2.97,1514.4,190.4,14.3,20.5,1.96,41.7,3.0,0.13,1,3,0
1483.1,35.15,65.4,-0.0603,0.0382,7.75,1260.1,236.5,14.2,23.2,2.66,43.3,2.57,0.0,2,4,0
1292.5,34.58,207.3,0.0346,0.0736,3.13,271.1,424.7,60.0,170.3,14.4,77.5,14.24,0.12,2,3,1
1214.1,39.13,145.1,-0.0681,0.0854,2.0,1265.7,455.3,3.4,4.7,0.35,32.1,1.16,0.047,5,1,0
658.9,30.69,44.7,-0.0701,0.0785,2.14,63.2,33.3,236.9,697.0,32.16,74.8,1.63,0.025,4,3,1
173.1,37.84,336.8,-0.0643,0.0124,7.5,411.9,268.6,26.7,28.2,3.95,38.3,4.15,0.102,1,3,0
889.1,25.08,335.4,0.0437,-0.0362,7.58,1646.4,1495.6,96.0,287.0,16.59,86.8,38.06,0.05,2,4,1
1630.8,34.87,180.4,-0.0665,0.0364,5.13,3502.2,191.8,9.3,8.5,0.74,47.7,0.46,0.021,3,3,0
858.2,30.22,332.4,0.0307,-0.0874,4.69,4201.2,380.9,17.2,28.8,2.32,52.8,2.76,0.096,3,3,0
1743.3,35.5,344.5,-0.0192,0.0133,5.6,1432.2,209.5,85.5,149.6,26.71,75.2,7.49,0.077,3,2,0
1790.7,35.33,210.0,-0.0087,-0.0088,7.13,695.2,108.2,4.7,3.0,0.33,35.7,0.0,0.042,4,3,0
2237.3,39.73,8.5,0.0413,-0.0278,4.73,3246.0,485.0,282.5,796.5,37.77,80.6,17.32,0.0,4,4,1
1334.6,35.44,296.9,0.0197,0.0035,3.64,775.8,470.1,3.7,6.0,0.51,22.0,1.7,0.022,3,4,0
1693.5,32.92,80.4,-0.0545,0.0874,4.25,21.5,422.1,92.0,196.6,29.14,74.8,4.16,0.077,2,3,0
1974.6,28.9,230.7,-0.0606,-0.0591,7.15,584.8,212.9,12.1,7.4,0.92,40.0,2.94,0.049,2,3,0
1428.7,40.33,65.4,-0.0189,-0.0647,4.72,176.5,35.3,55.9,94.9,12.64,51.1,1.28,0.02,2,1,0
1917.0,31.07,269.7,0.0251,-0.0328,6.44,1315.6,1503.9,10.9,10.2,1.79,40.2,2.36,0.048,4,1,0
1734.1,43.48,271.0,0.0092,-0.029,6.16,2284.1,1457.8,131.1,341.7,18.49,68.1,1.25,0.116,4,3,1
1307.1,38.49,164.8,0.0325,0.0283,7.31,641.2,4.0,6.7,10.7,0.5,47.1,0.97,0.025,1,1,0
1529.9,23.5,238.6,0.0513,0.0491,7.13,190.3,789.7,277.6,603.3,50.72,76.0,7.37,0.066,4,3,1
1743.0,32.87,113.7,-0.0205,0.0206,5.96,6451.0,18.4,25.9,15.0,1.75,41.7,3.66,0.099,2,1,0
689.9,21.41,59.1,-0.0432,0.0615,2.61,1490.0,457.9,89.0,143.8,27.91,61.9,2.25,0.024,2,3,0
775.0,25.06,191.4,0.0634,-0.033,4.9,54.3,105.5,2.7,4.5,0.26,44.8,0.13,0.0,2,1,0
108.3,34.74,282.1,0.1059,-0.0729,8.18,125.9,30.1,19.4,32.5,1.33,43.9,0.0,0.102,1,3,0
2285.4,45.23,351.5,0.0888,-0.0189,2.04,830.5,462.6,8.1,12.1,1.07,26.4,0.83,0.06,2,3,0
733.1,27.96,200.0,0.0107,0.0599,6.9,1133.9,345.0,52.4,133.5,6.73,65.3,1.52,0.016,1,1,0
1385.5,35.51,340.3,0.0042,-0.0841,5.69,2074.2,198.6,3.4,2.9,0.3,39.1,0.73,0.111,4,3,0
1029.3,47.12,310.4,-0.1173,-0.0128,3.77,1190.8,65.0,24.0,76.3,3.71,54.7,2.76,0.0,2,2,0
923.3,26.09,2.0,-0.0034,0.0364,5.86,251.4,337.6,135.3,311.8,22.54,83.1,22.1,0.08,4,3,1
1391.1,37.26,302.7,0.0285,0.0109,4.89,471.5,106.6,21.7,38.3,1.6,51.4,0.4,0.012,2,1,0
1459.8,26.36,258.7,0.0516,-0.0093,5.68,1940.0,331.1,1.1,1.1,0.13,26.3,1.83,0.058,2,1,0
1445.7,53.63,146.1,-0.0051,-0.0051,3.6,329.9,10.2,13.0,36.7,1.98,45.2,3.0,0.006,3,1,0
1747.7,29.91,152.3,0.0321,0.0331,3.32,26.7,52.8,45.6,134.4,10.84,65.8,0.02,0.0,3,1,0
1096.9,55.35,149.4,-0.0184,0.0225,2.76,1830.4,287.9,3.2,4.3,0.25,27.7,4.54,0.01,2,3,0
1707.3,42.38,68.2,-0.0329,0.041,3.26,751.3,8.3,75.2,155.3,9.65,66.1,0.79,0.041,2,2,1
1194.0,27.59,259.2,-0.0271,-0.1127,3.23,616.1,1223.1,124.8,242.9,19.44,85.4,30.13,0.0,1,1,1
1146.0,40.55,31.6,0.0062,0.0325,4.31,229.0,30.9,250.2,385.7,32.82,79.3,17.21,0.067,1,4,1
1993.3,35.95,162.5,0.0547,0.0152,5.91,272.0,990.2,128.7,353.1,16.29,86.6,22.49,4.43,3,1,1
1158.1,31.04,49.4,0.0236,0.0326,6.01,891.0,1023.4,38.5,111.5,5.78,66.0,1.27,0.044,2,1,0
1758.8,36.11,241.5,0.0628,-0.1041,5.23,3954.9,346.2,13.1,9.7,2.1,38.1,2.0,0.02,4,2,0
1862.2,39.48,148.8,-0.0941,-0.0025,4.97,240.5,429.4,273.7,736.6,54.01,74.7,0.0,0.118,5,3,1
484.1,25.16,18.5,-0.0873,0.0165,6.36,2721.8,68.0,11.8,6.2,1.29,31.4,1.81,0.087,1,3,0
1947.4,44.67,297.4,-0.0547,-0.1249,5.38,627.9,294.8,4.2,2.7,0.47,34.1,0.82,0.042,5,2,0
1672.6,40.46,111.6,-0.0926,-0.0483,5.61,184.6,71.7,2.8,3.5,0.38,31.7,2.54,0.121,1,4,0
1537.9,29.46,279.6,0.0058,0.0786,4.6,871.2,372.9,41.4,102.2,8.7,49.9,0.82,0.076,3,3,0
1567.2,19.87,41.9,-0.0187,0.028,5.87,1188.7,151.8,6.0,3.0,0.41,37.4,2.83,0.0,4,3,0
525.9,33.61,307.1,-0.0222,-0.0532,4.49,745.9,352.2,1.1,2.0,0.09,50.0,3.8,0.048,1,2,0
1431.0,18.98,138.1,0.0241,-0.0032,7.46,852.5,70.5,16.0,22.6,1.21,47.7,3.92,0.0,1,3,0
2491.6,43.65,137.1,0.0395,0.0267,4.1,294.9,1913.6,139.3,301.2,26.16,71.0,1.64,0.029,4,3,1
661.4,24.73,342.7,0.0143,-0.0318,6.13,537.4,309.4,89.6,151.1,14.96,70.9,0.2,0.118,1,3,0
1459.4,28.56,281.4,-0.0052,-0.0064,5.02,1560.8,854.2,23.5,36.4,2.56,39.6,1.36,0.0,2,1,0
1325.4,34.44,188.8,0.1187,0.1122,7.85,392.2,158.2,1.7,2.2,0.12,37.1,0.76,0.086,1,3,0
125.8,29.79,122.6,0.0025,0.0473,5.85,423.0,700.5,20.4,33.8,2.92,43.7,0.86,0.0,1,3,0
1232.8,39.11,136.5,0.0105,0.0638,5.47,2458.4,139.6,101.2,323.5,16.74,84.3,29.85,2.8,1,4,1
372.9,34.85,248.1,-0.0433,0.0165,4.14,114.8,84.5,13.0,23.2,1.25,36.0,1.63,0.067,1,2,0
778.0,38.13,297.8,0.0657,-0.0343,6.18,3769.3,301.6,13.2,17.3,0.89,39.2,1.99,0.0,3,1,0
393.5,25.41,254.8,-0.0156,0.0033,7.6,770.8,936.8,8.0,4.8,0.6,17.6,2.1,0.088,1,4,0
1319.1,23.21,258.6,0.0045,0.0587,3.25,2085.2,339.0,8.4,12.3,1.19,36.7,1.08,0.029,1,2,0
1677.2,36.42,104.6,-0.0404,0.059,5.2,215.0,36.2,47.0,147.5,8.33,66.6,0.0,0.001,2,4,1
1372.8,38.13,118.8,-0.1063,0.0091,4.48,2484.7,15.3,3.4,3.7,0.36,46.6,3.76,0.029,1,1,0
2287.8,45.35,130.2,0.0634,0.0035,3.6,1790.1,75.9,76.0,97.1,8.35,53.4,1.01,0.0,5,4,0
1458.1,37.26,154.0,-0.0368,0.0351,9.29,846.4,282.2,16.1,13.8,1.8,33.9,0.0,0.075,1,1,0
961.9,44.18,163.5,-0.0246,0.0048,2.86,449.9,44.5,52.1,87.2,5.55,46.3,3.12,0.093,2,3,1
804.1,29.24,175.5,-0.0592,-0.0344,6.29,493.3,323.3,2.8,4.7,0.22,27.8,2.15,0.096,1,2,0
1571.4,27.67,298.4,0.0289,0.0021,8.6,879.2,129.1,10.8,10.9,0.98,38.0,0.16,0.013,2,3,0
1597.7,31.19,326.2,-0.0177,0.0266,7.58,493.5,703.7,62.2,193.3,8.44,84.1,24.44,0.034,3,3,1
1511.3,35.24,96.5,-0.0448,0.0098,2.71,362.3,1720.1,92.4,289.0,24.37,84.1,19.54,0.308,1,4,1
1699.9,35.0,274.9,0.0034,0.0462,4.99,930.9,950.7,4.0,2.2,0.63,44.4,0.0,0.099,5,3,0
147.0,34.48,58.0,-0.0352,-0.0058,3.78,315.6,247.2,15.7,25.5,1.84,51.2,2.19,0.023,1,3,0
913.4,35.93,195.1,0.0469,-0.0465,4.63,95.4,90.3,5.5,9.9,0.39,35.5,1.84,0.043,5,3,0
896.3,32.57,346.0,0.1269,0.0159,5.57,351.9,89.4,5.8,6.4,0.96,47.2,2.8,0.014,1,3,0
915.3,36.35,287.1,0.0447,0.093,2.3,1008.5,223.3,68.3,154.4,9.92,70.7,0.0,0.014,2,4,0
730.0,19.86,218.8,-0.0191,0.0566,8.35,560.4,0.3,101.7,284.7,18.29,83.3,23.67,0.073,1,1,1
1556.3,29.99,154.4,-0.0204,-0.0321,6.75,282.3,346.7,155.7,490.3,29.88,76.2,11.95,0.071,4,2,1
1496.8,38.87,275.3,-0.0343,-0.0402,4.09,204.5,184.2,111.9,329.5,18.73,83.2,21.54,0.823,3,1,1
357.0,19.92,43.5,0.0529,0.0069,9.49,698.4,210.4,11.1,13.6,0.87,37.0,1.97,0.056,1,1,0
655.9,26.36,257.3,-0.0115,0.019,6.93,1251.6,32.7,0.6,0.7,0.05,34.4,3.65,0.109,1,1,0
665.6,41.01,31.2,0.0355,-0.0014,2.03,2260.1,161.7,33.8,47.5,4.42,49.3,0.0,0.0,2,1,0
1352.2,15.04,297.9,-0.1224,-0.0543,10.63,19.5,1371.5,51.2,157.3,6.43,87.3,30.87,0.028,4,4,0
906.2,31.07,27.7,-0.1704,0.0164,6.47,57.1,33.0,81.1,157.7,16.04,73.8,0.98,0.032,1,2,0
1111.2,35.39,67.8,-0.0556,0.0245,5.45,710.4,197.7,2.7,4.8,0.19,32.5,1.35,0.001,2,2,0
1633.8,32.6,237.4,0.0136,0.0082,4.77,2167.6,86.5,31.1,54.1,3.21,51.8,2.66,0.053,4,2,0
1364.5,36.11,354.9,0.0126,-0.0845,3.84,3446.3,189.6,17.1,17.5,2.2,47.3,0.98,0.096,1,1,0
390.3,35.66,358.3,0.11,0.0148,7.36,2576.7,96.8,237.3,735.1,32.93,81.5,24.1,0.099,1,3,1
1349.3,27.29,16.5,0.0191,0.0279,6.27,5137.8,470.9,98.6,182.0,14.4,73.8,0.45,0.017,1,3,0
1577.1,19.37,206.7,-0.0203,-0.0702,2.69,1257.0,36.7,6.2,4.5,0.42,44.2,3.79,0.063,3,1,0
2642.7,55.78,126.7,-0.0199,-0.1604,2.57,243.2,286.0,5.1,3.7,0.48,47.3,1.35,0.107,4,1,0
2432.7,41.45,229.8,-0.0296,0.0125,2.22,516.3,1078.8,14.7,15.2,1.09,41.9,1.2,0.0,4,4,0
1527.7,41.67,39.1,0.0253,0.0402,3.7,2460.2,75.9,9.4,6.3,0.97,40.1,2.6,0.011,1,2,0
1375.7,25.8,129.6,-0.0473,0.0209,5.21,1509.9,97.8,8.1,4.2,1.22,36.4,2.14,0.003,1,1,0
1909.0,34.37,286.6,0.0308,-0.0262,6.58,1171.4,125.8,2.4,3.8,0.16,37.4,2.05,0.086,3,2,0
865.2,29.56,277.0,-0.0209,0.021,7.73,3000.4,37.9,17.4,22.4,1.29,53.8,1.88,0.041,1,2,0
1606.8,30.6,19.9,-0.0089,-0.0099,5.67,340.8,618.7,64.9,108.1,20.7,60.7,4.39,0.101,3,2,0
881.1,27.21,217.9,0.0786,-0.0188,6.32,2279.6,21.7,359.7,705.2,80.0,86.6,24.2,0.017,1,2,1
866.8,40.11,298.6,0.0072,0.1295,3.68,595.9,399.6,46.2,123.1,9.86,63.9,4.08,0.121,1,3,0
580.4,23.28,52.7,0.0074,-0.0022,4.78,601.8,727.1,1.9,2.1,0.13,35.9,4.51,0.034,1,3,0
1843.0,50.11,62.3,-0.0107,0.0171,4.57,264.9,567.2,7.2,3.6,0.59,32.9,2.55,0.117,3,3,0
1803.4,30.1,271.9,-0.0502,-0.0507,6.2,2154.5,57.7,19.2,10.6,2.37,34.5,3.78,0.101,2,2,0
